,year,round,draft_pick,draft_team,player,player_url,position,age,college,college_stats_url,pic_url,bday,hs,height,weight,height_decimal,birthplace_town,birthplace_state,home_state,conference,bmi,Career_year,Career_school,Career_conference,Career_class,Career_position,Career_games,Career_completions,Career_attempts,Career_comp_pct,Career_passing_yds,Career_yds_per_att,Career_adj_yds_per_att,Career_passing_td,Career_interceptions,Career_pass_eff_rate,Best_year,Best_school,Best_conference,Best_class,Best_position,Best_games,Best_completions,Best_attempts,Best_comp_pct,Best_passing_yds,Best_yds_per_att,Best_adj_yds_per_att,Best_passing_td,Best_interceptions,Best_pass_eff_rate,Career_rush_attempts,Career_rush_yds,Career_rush_avg,Career_rush_td,Career_receptions,Career_rec_yds,Career_rec_avg,Career_rec_td,Career_r_total_plays,Career_r+total_yds,Career_r_total_avg,Career_r_total_td
167,2006,1,10,ARI,Matt Leinart,https://www.pro-football-reference.com/players/L/LeinMa00.htm,QB,23,USC,http://www.sports-reference.com/cfb/players/matt-leinart-1.html,https://www.pro-football-reference.com/req/20180910/images/headshots/LeinMa00_2019.jpg,5/11/1983,"Mater Dei,CA",6'5,225,6.42,Santa Ana,"CA, ",CA,PAC12,26.7,Career,USC,Pac-10,SR,QB,39,807,1245,64.8,10693,8.6,9.3,99,23,159.5,2005,USC,Pac-10,SR,QB,13,283,431,65.7,3815,8.9,9.3,28,8,157.7,132,-70,-0.5,9,2,26,13,1,134,-44,-0.3,10
168,2006,1,11,DEN,Jay Cutler,https://www.pro-football-reference.com/players/C/CutlJa00.htm,QB,23,Vanderbilt,http://www.sports-reference.com/cfb/players/jay-cutler-1.html,https://www.pro-football-reference.com/req/20180910/images/headshots/CutlJa00_2019.jpg,4/29/1983,"Heritage Hills,IN",6'3,231,6.25,Santa Claus,"IN, ",IN,SEC,28.9,Career,Vanderbilt,SEC,SR,QB,45,710,1242,57.2,8697,7,6.6,59,36,125.9,2005,Vanderbilt,SEC,SR,QB,11,273,462,59.1,3073,6.7,6.7,21,9,126.1,453,1256,2.8,17,,,,,453,1256,2.8,17
169,2006,2,49,NYJ,Kellen Clemens,https://www.pro-football-reference.com/players/C/ClemKe00.htm,QB,23,Oregon,http://www.sports-reference.com/cfb/players/kellen-clemens-1.html,https://www.pro-football-reference.com/req/20180910/images/headshots/ClemKe00_2017.jpg,6/7/1983,"Burns,OR",6'2,220,6.17,Burns,"OR, ",OR,PAC12,28.2,Career,Oregon,Pac-10,SR,QB,37,613,1005,61,7555,7.5,7.7,61,24,139.4,2005,Oregon,Pac-10,SR,QB,8,185,289,64,2406,8.3,9,19,4,152.9,273,535,2,6,1,13,13,0,274,548,2,6
170,2006,2,64,MIN,Tarvaris Jackson,https://www.pro-football-reference.com/players/J/JackTa00.htm,QB,23,Alabama St.,http://www.sports-reference.com/cfb/players/tarvaris-jackson-1.html,https://www.pro-football-reference.com/req/20180910/images/headshots/JackTa00_2019.jpg,4/21/1983,"Sidney Lanier,AL",6'2,225,6.17,Mongtomery,"AL, ",AL,FCS,28.9,Career,Arkansas,SEC,FR,QB,11,17,48,35.4,196,4.1,1.7,1,3,64.1,2002,Arkansas,SEC,FR,QB,8,14,39,35.9,143,3.7,1.9,1,2,64.9,21,-2,-0.1,0,,,,,21,-2,-0.1,0
171,2006,3,81,LAC,Charlie Whitehurst,https://www.pro-football-reference.com/players/W/WhitCh02.htm,QB,24,Clemson,http://www.sports-reference.com/cfb/players/charlie-whitehurst-1.html,https://www.pro-football-reference.com/req/20180910/images/headshots/WhitCh02_2019.jpg,8/6/1982,"Chattahoochee,GA",6'4,226,6.33,Green Bay,"WI, ",WI,ACC,27.5,Career,Clemson,ACC,SR,QB,44,817,1368,59.7,9665,7.1,6.3,49,46,124.2,2005,Clemson,ACC,SR,QB,11,229,340,67.4,2483,7.3,6.6,11,10,133.5,266,98,0.4,10,1,2,2,0,267,100,0.4,10
172,2006,3,85,KAN,Brodie Croyle,https://www.pro-football-reference.com/players/C/CroyBr00.htm,QB,23,Alabama,http://www.sports-reference.com/cfb/players/brodie-croyle-1.html,,2/6/1983,"Westbrook Christian,AL",6'2,206,6.17,Rainbow City,"AL, ",AL,SEC,26.4,Career,Alabama,SEC,SR,QB,39,488,869,56.2,6382,7.3,7.1,41,22,128.4,2005,Alabama,SEC,SR,QB,12,202,339,59.6,2499,7.4,7.7,14,4,132.8,183,-177,-1,4,,,,,183,-177,-1,4
173,2006,4,103,NYJ,Brad Smith,https://www.pro-football-reference.com/players/S/SmitBr01.htm,QB,22,Missouri,http://www.sports-reference.com/cfb/players/brad-smith-1.html,https://www.pro-football-reference.com/req/20180910/images/headshots/SmitBr01_2019.jpg,12/12/1983,"Chaney,OH",6'2,213,6.17,Youngstown,"OH, ",OH,SEC,27.3,Career,Missouri,Big 12,SR,QB,47,818,1454,56.3,8644,5.9,5.7,56,32,114.5,2005,Missouri,Big 12,SR,QB,12,237,399,59.4,2304,5.8,5.4,13,9,114.1,779,4193,5.4,44,8,130,16.3,1,787,4323,5.5,45
174,2006,5,148,GNB,Ingle Martin,https://www.pro-football-reference.com/players/M/MartIn00.htm,QB,24,Furman,http://www.sports-reference.com/cfb/players/ingle-martin-1.html,,8/15/1982,"Montgomery Bell Academy,TN",6'2,220,6.17,Memphis,"TN, ",TN,FCS,28.2,Career,Florida,SEC,SO,QB,16,54,87,62.1,750,8.6,8.3,3,2,141.3,2002,Florida,SEC,FR,QB,12,7,10,70,96,9.6,9.6,0,0,150.6,25,70,2.8,0,2,14,7,0,27,84,3.1,0
175,2006,5,164,PIT,Omar Jacobs,,QB,,Bowling Green,http://www.sports-reference.com/cfb/players/omar-jacobs-1.html,,,,,,,,,,MAC,,Career,Bowling Green State,MAC,JR,QB,25,523,811,64.5,6938,8.6,9.7,71,11,162.5,2005,Bowling Green State,MAC,JR,QB,9,195,321,60.7,2591,8.1,8.7,26,7,150.9,153,451,2.9,7,,,,,153,451,2.9,7
176,2006,6,193,CIN,Reggie McNeal,https://www.pro-football-reference.com/players/M/McNeRe00.htm,QB,22,Texas A&M,http://www.sports-reference.com/cfb/players/reggie-mcneal-1.html,,9/20/1983,"Lufkin,TX",6'2,205,6.17,Lufkin,"TX, ",TX,SEC,26.3,Career,Texas A&M,Big 12,SR,QB,42,478,875,54.6,6992,8,7.8,44,23,133.1,2005,Texas A&M,Big 12,SR,QB,10,141,265,53.2,1963,7.4,7.1,16,9,128.6,411,1889,4.6,15,,,,,411,1889,4.6,15
177,2006,6,194,TAM,Bruce Gradkowski,https://www.pro-football-reference.com/players/G/GradBr00.htm,QB,23,Toledo,http://www.sports-reference.com/cfb/players/bruce-gradkowski-1.html,https://www.pro-football-reference.com/req/20180910/images/headshots/GradBr00_2019.jpg,1/27/1983,"Seton-La Salle,PA",6'1,217,6.08,Pittsburgh,"PA, ",PA,MAC,28.7,Career,Toledo,MAC,SR,QB,49,766,1123,68.2,9225,8.2,8.6,85,27,157.4,2005,Toledo,MAC,SR,QB,11,207,332,62.3,2469,7.4,7.6,29,12,146.4,248,1018,4.1,14,2,-1,-0.5,0,250,1017,4.1,14
178,2006,7,223,ATL,D.J. Shockley,,QB,,Georgia,http://www.sports-reference.com/cfb/players/dj-shockley-1.html,,,,,,,,,,SEC,,Career,Georgia,SEC,SR,QB,38,240,443,54.2,3555,8,8.6,34,9,142.8,2005,Georgia,SEC,SR,QB,12,173,310,55.8,2588,8.3,9.2,24,5,148.3,154,643,4.2,7,2,5,2.5,0,156,648,4.2,7
179,2005,1,1,SFO,Alex Smith,https://www.pro-football-reference.com/players/S/SmitAl03.htm,QB,21,Utah,http://www.sports-reference.com/cfb/players/alex-smith-3.html,https://www.pro-football-reference.com/req/20180910/images/headshots/SmitAl03_2020.jpg,5/7/1984,"Helix,CA",6'4,213,6.33,Seattle,"WA, ",WA,PAC12,26,Career,Utah,MWC,JR,QB,25,389,587,66.3,5203,8.9,9.9,47,8,164.4,2004,Utah,MWC,JR,QB,12,214,317,67.5,2952,9.3,10.8,32,4,176.5,286,1072,3.7,15,3,38,12.7,0,289,1110,3.8,15
180,2005,1,24,GNB,Aaron Rodgers,https://www.pro-football-reference.com/players/R/RodgAa00.htm,QB,21,California,http://www.sports-reference.com/cfb/players/aaron-rodgers-1.html,https://www.pro-football-reference.com/req/20180910/images/headshots/RodgAa00_2022.jpg,12/2/1983,"Pleasant Valley,CA",6'2,225,6.17,Chico,"CA, ",CA,PAC12,28.9,Career,California,Pac-10,JR,QB,25,424,665,63.8,5469,8.2,8.6,43,13,150.3,2004,California,Pac-10,JR,QB,12,209,316,66.1,2566,8.1,8.5,24,8,154.3,160,336,2.1,8,1,10,10,0,161,346,2.1,8
181,2005,1,25,WAS,Jason Campbell,https://www.pro-football-reference.com/players/C/CampJa00.htm,QB,23,Auburn,http://www.sports-reference.com/cfb/players/jason-campbell-1.html,https://www.pro-football-reference.com/req/20180910/images/headshots/CampJa00_2019.jpg,12/31/1981,"Taylorsville,MS",6'5,235,6.42,Laurel,"MS, ",MS,SEC,27.8,Career,Auburn,SEC,SR,QB,48,552,854,64.6,7299,8.5,8.3,45,24,148.2,2004,Auburn,SEC,SR,QB,13,188,270,69.6,2700,10,10.3,20,7,172.9,249,307,1.2,9,,,,,249,307,1.2,9
182,2005,3,67,CLE,Charlie Frye,https://www.pro-football-reference.com/players/F/FryeCh00.htm,QB,24,Akron,http://www.sports-reference.com/cfb/players/charlie-frye-1.html,,8/28/1981,"Willard,OH",6'4,220,6.33,Willard,"OH, ",OH,MAC,26.8,Career,Akron,MAC,SR,QB,46,913,1436,63.6,11049,7.7,7.6,64,32,138.5,2004,Akron,MAC,SR,QB,11,220,346,63.6,2623,7.6,7.6,18,8,139.8,375,429,1.1,19,2,10,5,0,377,439,1.2,19
183,2005,3,69,LVR,Andrew Walter,https://www.pro-football-reference.com/players/W/WaltAn00.htm,QB,23,Arizona St.,http://www.sports-reference.com/cfb/players/andrew-walter-1.html,,5/11/1982,"Grand Junction,CO",6'5,235,6.42,Phoenix,"AZ, ",AZ,PAC12,27.8,Career,Arizona State,Pac-10,SR,QB,48,777,1416,54.9,10617,7.5,7.6,85,36,132.6,2004,Arizona State,Pac-10,SR,QB,11,244,426,57.3,3150,7.4,7.9,30,9,138.4,175,-475,-2.7,0,1,-8,-8,0,176,-483,-2.7,0
184,2005,3,85,SEA,David Greene,,QB,,Georgia,http://www.sports-reference.com/cfb/players/david-greene-1.html,,,,,,,,,,SEC,,Career,Georgia,SEC,SR,QB,51,849,1440,59,11528,8,8,72,32,138.3,2004,Georgia,SEC,SR,QB,12,175,299,58.5,2508,8.4,9.1,20,4,148.4,204,-258,-1.3,5,1,8,8,0,205,-250,-1.2,5
185,2005,4,106,CHI,Kyle Orton,https://www.pro-football-reference.com/players/O/OrtoKy00.htm,QB,22,Purdue,http://www.sports-reference.com/cfb/players/kyle-orton-1.html,https://www.pro-football-reference.com/req/20180910/images/headshots/OrtoKy00_2019.jpg,11/14/1982,"Southeast Polk,IA",6'4,228,6.33,Altoona,"IA, ",IA,BIG10,27.8,Career,Purdue,Big Ten,SR,QB,44,786,1336,58.8,9337,7,7,63,28,128.9,2004,Purdue,Big Ten,SR,QB,11,236,389,60.7,3090,7.9,9,31,5,151.1,271,316,1.2,6,,,,,271,316,1.2,6
186,2005,4,121,CAR,Stefan Lefors,,QB,,Louisville,http://www.sports-reference.com/cfb/players/stefan-lefors-1.html,,,,,,,,,,ACC,,Career,Louisville,CUSA,SR,QB,50,416,630,66,5853,9.3,9.6,38,13,159.8,2004,Louisville,CUSA,SR,QB,12,189,257,73.5,2596,10.1,11.1,20,3,181.7,146,756,5.2,6,1,5,5,1,147,761,5.2,7
187,2005,5,145,DET,Dan Orlovsky,https://www.pro-football-reference.com/players/O/OrloDa00.htm,QB,22,Connecticut,http://www.sports-reference.com/cfb/players/dan-orlovsky-1.html,https://www.pro-football-reference.com/req/20180910/images/headshots/OrloDa00_2019.jpg,8/18/1983,"Shelton,CT",6'5,215,6.42,Bridgeport,"CT, ",CT,AAC,25.5,Career,Connecticut,Big East,SR,QB,46,916,1567,58.5,10706,6.8,6.4,84,51,127,2004,Connecticut,Big East,SR,QB,12,288,457,63,3354,7.3,6.9,23,15,134.7,143,-285,-2,6,,,,,143,-285,-2,6
188,2005,6,213,BAL,Derek Anderson,https://www.pro-football-reference.com/players/A/AndeDe00.htm,QB,22,Oregon St.,http://www.sports-reference.com/cfb/players/derek-anderson-1.html,https://www.pro-football-reference.com/req/20180910/images/headshots/AndeDe00_2017.jpg,6/15/1983,"Scappoose,OR",6'6,235,6.5,Portland,"OR, ",OR,PAC12,27.2,Career,Oregon State,Pac-10,SR,QB,49,768,1515,50.7,11249,7.4,6.8,79,57,122.7,2004,Oregon State,Pac-10,SR,QB,12,279,515,54.2,3615,7,6.7,29,17,125.1,182,-533,-2.9,8,,,,,182,-533,-2.9,8
189,2005,7,229,KAN,James Kilian,,QB,,Tulsa,http://www.sports-reference.com/cfb/players/james-kilian-1.html,,,,,,,,,,AAC,,Career,Tulsa,WAC,SR,QB,37,410,758,54.1,4865,6.4,5.6,36,30,115.8,2004,Tulsa,WAC,SR,QB,12,184,337,54.6,2247,6.7,5.3,13,16,113.8,329,1083,3.3,19,4,35,8.8,0,333,1118,3.4,19
190,2005,7,230,NWE,Matt Cassel,https://www.pro-football-reference.com/players/C/CassMa00.htm,QB,23,USC,http://www.sports-reference.com/cfb/players/matt-cassel-1.html,https://www.pro-football-reference.com/req/20180910/images/headshots/CassMa00_2018.jpg,5/17/1982,"Chatsworth,CA",6'4,225,6.33,Northridge,"CA, ",CA,PAC12,27.4,Career,USC,Pac-10,SR,QB,34,20,33,60.6,192,5.8,4.5,0,1,103.4,2004,USC,Pac-10,SR,QB,9,10,14,71.4,97,6.9,3.7,0,1,115.3,11,32,2.9,0,1,12,12,0,12,44,3.7,0
191,2004,1,1,LAC,Eli Manning,https://www.pro-football-reference.com/players/M/MannEl00.htm,QB,23,Mississippi,http://www.sports-reference.com/cfb/players/eli-manning-1.html,https://www.pro-football-reference.com/req/20180910/images/headshots/MannEl00_2019.jpg,1/3/1981,"Isidore Newman,LA",6'5,220,6.42,New Orleans,"LA, ",LA,SEC,26.1,Career,Ole Miss,SEC,SR,QB,43,829,1363,60.8,10119,7.4,7.5,81,35,137.7,2003,Ole Miss,SEC,SR,QB,13,275,441,62.4,3600,8.2,8.5,29,10,148.1,128,-135,-1.1,5,1,-6,-6,0,129,-141,-1.1,5
192,2004,1,4,NYG,Philip Rivers,https://www.pro-football-reference.com/players/R/RivePh00.htm,QB,22,North Carolina St.,http://www.sports-reference.com/cfb/players/philip-rivers-1.html,https://www.pro-football-reference.com/req/20180910/images/headshots/RivePh00_2020.jpg,12/8/1981,"Athens,AL",6'5,228,6.42,Decatur,"AL, ",AL,ACC,27,Career,North Carolina State,ACC,SR,QB,49,1087,1710,63.6,13484,7.9,8.1,95,34,144.2,2003,North Carolina State,ACC,SR,QB,13,348,483,72,4491,9.3,10.1,34,7,170.5,252,96,0.4,17,3,17,5.7,1,255,113,0.4,18
193,2004,1,11,PIT,Ben Roethlisberger,https://www.pro-football-reference.com/players/R/RoetBe00.htm,QB,22,Miami (OH),http://www.sports-reference.com/cfb/players/ben-roethlisberger-1.html,https://www.pro-football-reference.com/req/20180910/images/headshots/RoetBe00_2020.jpg,3/2/1982,"Findlay,OH",6'5,240,6.42,Lima,"OH, ",OH,MAC,28.4,Career,Miami (OH),MAC,JR,QB,38,854,1304,65.5,10829,8.3,8.4,84,34,151.3,2003,Miami (OH),MAC,JR,QB,14,342,495,69.1,4486,9.1,9.6,37,10,165.8,269,246,0.9,7,,,,,269,246,0.9,7
194,2004,1,22,BUF,J.P. Losman,https://www.pro-football-reference.com/players/L/LosmJ.00.htm,QB,23,Tulane,http://www.sports-reference.com/cfb/players/jp-losman-1.html,,3/12/1981,"Venice,CA",6'2,217,6.17,Venice,"CA, ",CA,AAC,27.8,Career,Tulane,CUSA,SR,QB,38,570,987,57.8,6754,6.8,6.8,60,27,129.8,2003,Tulane,CUSA,SR,QB,12,251,422,59.5,3077,7.3,7.4,33,14,139.9,237,241,1,10,1,14,14,0,238,255,1.1,10
195,2004,3,90,ATL,Matt Schaub,https://www.pro-football-reference.com/players/S/SchaMa00.htm,QB,23,Virginia,http://www.sports-reference.com/cfb/players/matt-schaub-1.html,https://www.pro-football-reference.com/req/20180910/images/headshots/SchaMa00_2020.jpg,6/25/1981,"East,PA",6'6,245,6.5,West Chester,"PA, ",PA,ACC,28.3,Career,Virginia,ACC,SR,QB,40,716,1069,67,7502,7,7,56,26,138.4,2003,Virginia,ACC,SR,QB,11,281,403,69.7,2952,7.3,7.1,18,10,141,132,58,0.4,5,,,,,132,58,0.4,5
196,2004,4,106,CLE,Luke McCown,https://www.pro-football-reference.com/players/M/McCoLu00.htm,QB,23,Louisiana Tech,http://www.sports-reference.com/cfb/players/luke-mccown-1.html,https://www.pro-football-reference.com/req/20180910/images/headshots/McCoLu00_2019.jpg,7/12/1981,"Jacksonville,TX",6'4,217,6.33,Jacksonville,"TX, ",TX,CUSA,26.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,2004,5,148,CHI,Craig Krenzel,https://www.pro-football-reference.com/players/K/KrenCr00.htm,QB,23,Ohio St.,http://www.sports-reference.com/cfb/players/craig-krenzel-1.html,,7/1/1981,"Henry Ford II,MI",6'4,225,6.33,Sterling Heights,"MI, ",MI,BIG10,27.4,Career,Ohio State,Big Ten,SR,QB,33,328,577,56.8,4489,7.8,7.1,28,21,130.9,2003,Ohio State,Big Ten,SR,QB,11,153,278,55,2040,7.3,6.8,15,10,127.3,247,600,2.4,6,,,,,247,600,2.4,6
198,2004,6,185,PHI,Andy Hall,https://www.pro-football-reference.com/players/H/HallAn00.htm,QB,23,Delaware,http://www.sports-reference.com/cfb/players/andy-hall-1.html,,11/26/1980,"Cheraw,SC",6'3,218,6.25,Cheraw,"SC, ",SC,FCS,27.2,Career,Georgia Tech,ACC,SO,QB,9,19,43,44.2,299,7,5.3,1,2,101,2000,Georgia Tech,ACC,FR,QB,6,4,16,25,37,2.3,2.3,0,0,44.4,24,83,3.5,1,,,,,24,83,3.5,1
199,2004,6,187,BAL,Josh Harris,,QB,,Bowling Green,http://www.sports-reference.com/cfb/players/josh-harris-2.html,,,,,,,,,,MAC,,Career,Bowling Green State,MAC,SR,QB,42,627,1028,61,7503,7.3,7.1,55,28,134.5,2003,Bowling Green State,MAC,SR,QB,14,325,494,65.8,3813,7.7,7.7,27,12,143.8,596,2473,4.1,43,6,113,18.8,4,602,2586,4.3,47
200,2004,6,193,IND,Jim Sorgi,https://www.pro-football-reference.com/players/S/SorgJi00.htm,QB,23,Wisconsin,http://www.sports-reference.com/cfb/players/jim-sorgi-1.html,,12/3/1980,"Fraser,MI",6'5,196,6.42,Fraser,"MI, ",MI,BIG10,23.2,Career,Wisconsin,Big Ten,SR,QB,39,288,519,55.5,4498,8.7,8.1,33,21,141.2,2003,Wisconsin,Big Ten,SR,QB,12,140,248,56.5,2251,9.1,8.8,17,9,148.1,138,-32,-0.2,4,1,18,18,0,139,-14,-0.1,4
201,2004,6,201,LAR,Jeff Smoker,,QB,,Michigan St.,http://www.sports-reference.com/cfb/players/jeff-smoker-1.html,,,,,,,,,,BIG10,,Career,Michigan State,Big Ten,SR,QB,41,685,1150,59.6,8932,7.8,7.3,61,39,135.5,2003,Michigan State,Big Ten,SR,QB,13,302,488,61.9,3395,7,6.5,21,14,128.8,255,-218,-0.9,7,1,22,22,0,256,-196,-0.8,7
202,2004,7,202,ARI,John Navarre,https://www.pro-football-reference.com/players/N/NavaJo00.htm,QB,23,Michigan,http://www.sports-reference.com/cfb/players/john-navarre-1.html,,9/9/1980,"Cudahy,WI",6'6,250,6.5,Cudahy,"WI, ",WI,BIG10,28.9,Career,Michigan,Big Ten,SR,QB,46,744,1327,56.1,9014,6.8,6.8,70,30,126,2003,Michigan,Big Ten,SR,QB,13,270,456,59.2,3331,7.3,7.4,24,10,133.6,144,-241,-1.7,2,1,36,36,1,145,-205,-1.4,3
203,2004,7,217,SFO,Cody Pickett,https://www.pro-football-reference.com/players/P/PickCo00.htm,QB,24,Washington,http://www.sports-reference.com/cfb/players/cody-pickett-1.html,,6/30/1980,"Caldwell,ID",6'3,227,6.25,Caldwell,"ID, ",ID,PAC12,28.4,Career,Washington,Pac-10,SR,QB,38,792,1373,57.7,9916,7.2,6.6,53,42,125,2003,Washington,Pac-10,SR,QB,12,257,454,56.6,3043,6.7,6.1,15,13,118.1,249,-186,-0.7,11,2,-19,-9.5,0,251,-205,-0.8,11
204,2004,7,225,DEN,Matt Mauck,https://www.pro-football-reference.com/players/M/MaucMa00.htm,QB,25,LSU,http://www.sports-reference.com/cfb/players/matt-mauck-1.html,,2/12/1979,"Jasper,IN",6'1,213,6.08,Evansville,"IN, ",IN,SEC,28.1,Career,LSU,SEC,JR,QB,23,310,529,58.6,3831,7.2,7.1,37,18,135.7,2003,LSU,SEC,JR,QB,14,229,358,64,2825,7.9,7.7,28,14,148.2,149,345,2.3,5,,,,,149,345,2.3,5
205,2004,7,248,HOU,B.J. Symons,,QB,,Texas Tech,http://www.sports-reference.com/cfb/players/bj-symons-1.html,,,,,,,,,,BIG12,,Career,Texas Tech,Big 12,SR,QB,31,529,822,64.4,6378,7.8,7.8,59,25,147.1,2003,Texas Tech,Big 12,SR,QB,13,470,719,65.4,5833,8.1,8.2,52,22,151.3,100,208,2.1,6,1,19,19,0,101,227,2.2,6
206,2004,7,250,DEN,Bradlee Van Pelt,https://www.pro-football-reference.com/players/V/VanPBr00.htm,QB,24,Colorado St.,http://www.sports-reference.com/cfb/players/bradlee-van-pelt-1.html,,7/3/1980,"San Marcos,CA",6'2,225,6.17,Owosso,"MI, ",MI,MW,28.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,2003,1,1,CIN,Carson Palmer,https://www.pro-football-reference.com/players/P/PalmCa00.htm,QB,23,USC,http://www.sports-reference.com/cfb/players/carson-palmer-1.html,https://www.pro-football-reference.com/req/20180910/images/headshots/PalmCa00_2017.jpg,12/27/1979,"Santa Margarita Catholic,CA",6'5,235,6.42,Fresno,"CA, ",CA,PAC12,27.8,Career,USC,Pac-10,SR,QB,53,927,1569,59.1,11818,7.5,7,72,49,131.2,2002,USC,Pac-10,SR,QB,13,309,489,63.2,3942,8.1,8.5,33,10,149.1,255,-197,-0.8,9,,,,,255,-197,-0.8,9
208,2003,1,7,JAX,Byron Leftwich,https://www.pro-football-reference.com/players/L/LeftBy00.htm,QB,23,Marshall,http://www.sports-reference.com/cfb/players/byron-leftwich-1.html,https://www.pro-football-reference.com/req/20180910/images/headshots/LeftBy0.jpg,1/14/1980,"H.D. Woodson,DC",6'5,250,6.42,Washington,"DC, ",DC,CUSA,29.6,Career,Marshall,MAC,SR,QB,61,939,1442,65.1,11903,8.3,8.6,89,28,150.9,2002,Marshall,MAC,SR,QB,12,331,491,67.4,4268,8.7,9,30,10,156.5,190,181,1,6,2,7,3.5,1,192,188,1,7
209,2003,1,19,BAL,Kyle Boller,https://www.pro-football-reference.com/players/B/BollKy00.htm,QB,22,California,http://www.sports-reference.com/cfb/players/kyle-boller-1.html,,6/17/1981,"William S. Hart Union,CA",6'3,220,6.25,Burbank,"CA, ",CA,PAC12,27.5,Career,California,Pac-10,SR,QB,43,622,1301,47.8,7980,6.1,5.5,64,48,108.2,2002,California,Pac-10,SR,QB,12,225,421,53.4,2815,6.7,6.9,28,10,126.8,275,-169,-0.6,6,4,39,9.8,1,279,-130,-0.5,7
210,2003,1,22,CHI,Rex Grossman,https://www.pro-football-reference.com/players/G/GrosRe00.htm,QB,23,Florida,http://www.sports-reference.com/cfb/players/rex-grossman-1.html,https://www.pro-football-reference.com/req/20180910/images/headshots/GrosRe00_2019.jpg,8/23/1980,"Bloomington South,IN",6'1,225,6.08,Bloomington,"IN, ",IN,SEC,29.7,Career,Florida,SEC,JR,QB,35,677,1110,61,9164,8.3,8.2,77,36,146.7,2002,Florida,SEC,JR,QB,13,287,503,57.1,3402,6.8,6.1,22,17,121.5,119,-133,-1.1,6,2,30,15,0,121,-103,-0.9,6
211,2003,3,88,HOU,Dave Ragone,https://www.pro-football-reference.com/players/R/RagoDa00.htm,QB,23,Louisville,http://www.sports-reference.com/cfb/players/dave-ragone-1.html,https://www.pro-football-reference.com/req/20180910/images/headshots/RagoDa00.jpg,10/3/1979,"St. Ignatius,OH",6'4,245,6.33,Middleburg,"OH, ",OH,ACC,29.9,Career,Louisville,CUSA,SR,QB,41,685,1180,58.1,8564,7.3,7.4,74,29,134.8,2002,Louisville,CUSA,SR,QB,13,237,441,53.7,2880,6.5,6.5,24,11,121.6,326,597,1.8,9,1,6,6,0,327,603,1.8,9
212,2003,3,97,TAM,Chris Simms,https://www.pro-football-reference.com/players/S/SimmCh00.htm,QB,23,Texas,http://www.sports-reference.com/cfb/players/chris-simms-1.html,https://www.pro-football-reference.com/req/20180910/images/headshots/SimmCh00.jpg,8/29/1980,"Ramapo,NJ",6'4,230,6.33,Ridgewood,"NJ, ",NJ,BIG12,28,Career,Texas,Big 12,SR,QB,41,535,911,58.7,7097,7.8,7.5,58,31,138.4,2002,Texas,Big 12,SR,QB,13,235,396,59.3,3207,8.1,8,26,12,143,159,-137,-0.9,10,,,,,159,-137,-0.9,10
213,2003,4,110,SEA,Seneca Wallace,https://www.pro-football-reference.com/players/W/WallSe00.htm,QB,23,Iowa St.,http://www.sports-reference.com/cfb/players/seneca-wallace-1.html,,8/6/1980,"Cordova,CA",5'11,205,5.92,Sacramento,"CA, ",CA,BIG12,28.6,Career,Iowa State,Big 12,SR,QB,25,411,712,57.7,5289,7.4,6.5,26,27,124.6,2002,Iowa State,Big 12,SR,QB,14,244,443,55.1,3245,7.3,6.2,15,18,119.7,237,912,3.8,15,1,1,1,0,238,913,3.8,15
214,2003,5,163,PIT,Brian St. Pierre,https://www.pro-football-reference.com/players/S/St.PBr20.htm,QB,23,Boston Col.,http://www.sports-reference.com/cfb/players/brian-st-pierre-1.html,,11/28/1979,"St. John's Prep,MA",6'3,224,6.25,Salem,"MA, ",MA,ACC,28,Career,Boston College,Big East,SR,QB,44,457,803,56.9,5837,7.3,6.7,48,32,129.7,2002,Boston College,Big East,SR,QB,13,237,407,58.2,2983,7.3,6.3,18,17,126,172,419,2.4,2,,,,,172,419,2.4,2
215,2003,6,192,HOU,Drew Henson,https://www.pro-football-reference.com/players/H/HensDr00.htm,QB,23,Michigan,http://www.sports-reference.com/cfb/players/drew-henson-1.html,,2/13/1980,"Brighton,MI",6'4,230,6.33,San Diego,"CA, ",CA,BIG10,28,Career,Michigan,Big Ten,JR,QB,24,196,351,55.8,2631,7.5,7.9,22,7,135.5,2000,Michigan,Big Ten,JR,QB,8,131,217,60.4,1852,8.5,9.2,16,4,152.7,60,74,1.2,4,1,23,23,0,61,97,1.6,4
216,2003,6,200,NYJ,Brooks Bollinger,https://www.pro-football-reference.com/players/B/BollBr00.htm,QB,23,Wisconsin,http://www.sports-reference.com/cfb/players/brooks-bollinger-1.html,,11/15/1979,"Central,ND",6'0,205,6,Grand Forks,"ND, ",ND,BIG10,27.8,Career,Wisconsin,Big Ten,SR,QB,46,414,771,53.7,5627,7.3,7.3,38,17,126.9,2002,Wisconsin,Big Ten,SR,QB,13,131,245,53.5,1758,7.2,7.6,14,4,129.3,518,1767,3.4,26,3,50,16.7,0,521,1817,3.5,26
